Date,cpi,fed_rate,unemployment_rate,industrial_output,oil_price,close,sp500_return
2016-10-10,241.741,0.4,4.9,98.7237,49.76,2163.659912109375,0.004605905039596125
2016-10-11,241.741,0.4,4.9,98.7237,50.72,2136.72998046875,-0.012446471596532338
2016-10-12,241.741,0.4,4.9,98.7237,50.14,2139.179931640625,0.001146589037580359
2016-10-13,241.741,0.4,4.9,98.7237,50.47,2132.550048828125,-0.0030992637479612117
2016-10-14,241.741,0.4,4.9,98.7237,50.35,2132.97998046875,0.00020160447857309194
2016-10-15,241.741,0.4,4.9,98.7237,50.35,2132.97998046875,0.00020160447857309194
2016-10-16,241.741,0.4,4.9,98.7237,50.35,2132.97998046875,0.00020160447857309194
2016-10-17,241.741,0.4,4.9,98.7237,49.97,2126.5,-0.003037994040303138
2016-10-18,241.741,0.4,4.9,98.7237,50.3,2139.60009765625,0.006160403318245855
2016-10-19,241.741,0.4,4.9,98.7237,51.59,2144.2900390625,0.0021919710189710617
2016-10-20,241.741,0.4,4.9,98.7237,50.31,2141.340087890625,-0.0013757239543792377
2016-10-21,241.741,0.4,4.9,98.7237,50.61,2141.159912109375,-8.414160005176807e-05
2016-10-22,241.741,0.4,4.9,98.7237,50.61,2141.159912109375,-8.414160005176807e-05
2016-10-23,241.741,0.4,4.9,98.7237,50.61,2141.159912109375,-8.414160005176807e-05
2016-10-24,241.741,0.4,4.9,98.7237,50.18,2151.330078125,0.004749839541692946
2016-10-25,241.741,0.4,4.9,98.7237,49.45,2143.159912109375,-0.0037977277864983394
2016-10-26,241.741,0.4,4.9,98.7237,48.75,2139.429931640625,-0.0017404116452881535
2016-10-27,241.741,0.4,4.9,98.7237,49.71,2133.0400390625,-0.0029867267366989747
2016-10-28,241.741,0.4,4.9,98.7237,48.72,2126.409912109375,-0.0031082993435224138
2016-10-29,241.741,0.4,4.9,98.7237,48.72,2126.409912109375,-0.0031082993435224138
2016-10-30,241.741,0.4,4.9,98.7237,48.72,2126.409912109375,-0.0031082993435224138
2016-10-31,241.741,0.4,4.9,98.7237,46.83,2126.14990234375,-0.00012227640782913607
2016-11-01,242.026,0.41,4.7,98.3443,46.66,2111.719970703125,-0.006786883476427641
2016-11-02,242.026,0.41,4.7,98.3443,45.32,2097.93994140625,-0.00652550029741239
2016-11-03,242.026,0.41,4.7,98.3443,44.66,2088.659912109375,-0.004423400838946101
2016-11-04,242.026,0.41,4.7,98.3443,44.07,2085.179931640625,-0.0016661307322337615
2016-11-05,242.026,0.41,4.7,98.3443,44.07,2085.179931640625,-0.0016661307322337615
2016-11-06,242.026,0.41,4.7,98.3443,44.07,2085.179931640625,-0.0016661307322337615
2016-11-07,242.026,0.41,4.7,98.3443,44.88,2131.52001953125,0.022223543967337278
2016-11-08,242.026,0.41,4.7,98.3443,44.96,2139.56005859375,0.0037719744542996647
2016-11-09,242.026,0.41,4.7,98.3443,45.2,2163.260009765625,0.011077020753253342
2016-11-10,242.026,0.41,4.7,98.3443,44.62,2167.47998046875,0.0019507459501284519
2016-11-11,242.026,0.41,4.7,98.3443,43.39,2164.449951171875,-0.0013979503036608554
2016-11-12,242.026,0.41,4.7,98.3443,43.39,2164.449951171875,-0.0013979503036608554
2016-11-13,242.026,0.41,4.7,98.3443,43.39,2164.449951171875,-0.0013979503036608554
2016-11-14,242.026,0.41,4.7,98.3443,43.29,2164.199951171875,-0.00011550278622274313
2016-11-15,242.026,0.41,4.7,98.3443,45.86,2180.389892578125,0.007480797417763307
2016-11-16,242.026,0.41,4.7,98.3443,45.56,2176.93994140625,-0.0015822634216101639
2016-11-17,242.026,0.41,4.7,98.3443,45.37,2187.1201171875,0.004676369608375142
2016-11-18,242.026,0.41,4.7,98.3443,45.69,2181.89990234375,-0.002386798421690206
2016-11-19,242.026,0.41,4.7,98.3443,45.69,2181.89990234375,-0.002386798421690206
2016-11-20,242.026,0.41,4.7,98.3443,45.69,2181.89990234375,-0.002386798421690206
2016-11-21,242.026,0.41,4.7,98.3443,47.48,2198.179931640625,0.0074614006258433285
2016-11-22,242.026,0.41,4.7,98.3443,48.07,2202.93994140625,0.002165432272904111
2016-11-23,242.026,0.41,4.7,98.3443,46.72,2204.719970703125,0.0008080244329033981
2016-11-24,242.026,0.41,4.7,98.3443,46.72,2204.719970703125,0.0008080244329033981
2016-11-25,242.026,0.41,4.7,98.3443,46.72,2213.35009765625,0.003914386891670674
2016-11-26,242.026,0.41,4.7,98.3443,46.72,2213.35009765625,0.003914386891670674
2016-11-27,242.026,0.41,4.7,98.3443,46.72,2213.35009765625,0.003914386891670674
2016-11-28,242.026,0.41,4.7,98.3443,45.66,2201.719970703125,-0.005254535631502799
2016-11-29,242.026,0.41,4.7,98.3443,45.29,2204.659912109375,0.0013352930642269722
2016-11-30,242.026,0.41,4.7,98.3443,49.41,2198.81005859375,-0.0026534040390964186
2016-12-01,242.637,0.54,4.7,99.0406,51.08,2191.080078125,-0.0035155289737457407
2016-12-02,242.637,0.54,4.7,99.0406,51.7,2191.949951171875,0.00039700650631591117
2016-12-03,242.637,0.54,4.7,99.0406,51.7,2191.949951171875,0.00039700650631591117
2016-12-04,242.637,0.54,4.7,99.0406,51.7,2191.949951171875,0.00039700650631591117
2016-12-05,242.637,0.54,4.7,99.0406,51.72,2204.7099609375,0.005821305253253195
2016-12-06,242.637,0.54,4.7,99.0406,50.95,2212.22998046875,0.0034108883546988267
2016-12-07,242.637,0.54,4.7,99.0406,49.85,2241.35009765625,0.013163241364864575
2016-12-08,242.637,0.54,4.7,99.0406,50.84,2246.18994140625,0.0021593430473272335
2016-12-09,242.637,0.54,4.7,99.0406,51.51,2259.530029296875,0.005938984786955759
2016-12-10,242.637,0.54,4.7,99.0406,51.51,2259.530029296875,0.005938984786955759
2016-12-11,242.637,0.54,4.7,99.0406,51.51,2259.530029296875,0.005938984786955759
2016-12-12,242.637,0.54,4.7,99.0406,52.74,2256.9599609375,-0.0011374349205595102
2016-12-13,242.637,0.54,4.7,99.0406,52.99,2271.719970703125,0.006539774750587091
2016-12-14,242.637,0.54,4.7,99.0406,51.01,2253.280029296875,-0.00811717185395111
2016-12-15,242.637,0.54,4.7,99.0406,50.9,2262.030029296875,0.0038832279549072535
2016-12-16,242.637,0.54,4.7,99.0406,51.93,2258.070068359375,-0.0017506226204834219
2016-12-17,242.637,0.54,4.7,99.0406,51.93,2258.070068359375,-0.0017506226204834219
2016-12-18,242.637,0.54,4.7,99.0406,51.93,2258.070068359375,-0.0017506226204834219
2016-12-19,242.637,0.54,4.7,99.0406,52.13,2262.530029296875,0.001975120701520394
2016-12-20,242.637,0.54,4.7,99.0406,52.22,2270.760009765625,0.0036375121488696482
2016-12-21,242.637,0.54,4.7,99.0406,51.44,2265.179931640625,-0.0024573614565177593
2016-12-22,242.637,0.54,4.7,99.0406,51.98,2260.9599609375,-0.0018629737285675851
2016-12-23,242.637,0.54,4.7,99.0406,52.01,2263.7900390625,0.0012517152775348706
2016-12-24,242.637,0.54,4.7,99.0406,52.01,2263.7900390625,0.0012517152775348706
2016-12-25,242.637,0.54,4.7,99.0406,52.01,2263.7900390625,0.0012517152775348706
2016-12-26,242.637,0.54,4.7,99.0406,52.01,2263.7900390625,0.0012517152775348706
2016-12-27,242.637,0.54,4.7,99.0406,52.82,2268.8798828125,0.0022483727122095676
2016-12-28,242.637,0.54,4.7,99.0406,54.01,2249.919921875,-0.008356529175972627
2016-12-29,242.637,0.54,4.7,99.0406,53.8,2249.260009765625,-0.000293304709629405
2016-12-30,242.637,0.54,4.7,99.0406,53.75,2238.830078125,-0.004637050227782158
2016-12-31,242.637,0.54,4.7,99.0406,53.75,2238.830078125,-0.004637050227782158
2017-01-01,243.618,0.65,4.7,98.8158,53.75,2238.830078125,-0.004637050227782158
2017-01-02,243.618,0.65,4.7,98.8158,53.75,2238.830078125,-0.004637050227782158
2017-01-03,243.618,0.65,4.7,98.8158,52.36,2257.830078125,0.008486575281279274
2017-01-04,243.618,0.65,4.7,98.8158,53.26,2270.75,0.005722273788525856
2017-01-05,243.618,0.65,4.7,98.8158,53.77,2269.0,-0.0007706704833204681
2017-01-06,243.618,0.65,4.7,98.8158,53.98,2276.97998046875,0.0035169592193697863
2017-01-07,243.618,0.65,4.7,98.8158,53.98,2276.97998046875,0.0035169592193697863
2017-01-08,243.618,0.65,4.7,98.8158,53.98,2276.97998046875,0.0035169592193697863
2017-01-09,243.618,0.65,4.7,98.8158,51.95,2268.89990234375,-0.0035485942758867184
2017-01-10,243.618,0.65,4.7,98.8158,50.82,2268.89990234375,0.0
2017-01-11,243.618,0.65,4.7,98.8158,52.19,2275.320068359375,0.0028296382793233654
2017-01-12,243.618,0.65,4.7,98.8158,53.01,2270.43994140625,-0.0021448089967596173
2017-01-13,243.618,0.65,4.7,98.8158,52.36,2274.639892578125,0.0018498402425362048
2017-01-14,243.618,0.65,4.7,98.8158,52.36,2274.639892578125,0.0018498402425362048
2017-01-15,243.618,0.65,4.7,98.8158,52.36,2274.639892578125,0.0018498402425362048
2017-01-16,243.618,0.65,4.7,98.8158,52.36,2274.639892578125,0.0018498402425362048
2017-01-17,243.618,0.65,4.7,98.8158,52.45,2267.889892578125,-0.0029675026899970147
2017-01-18,243.618,0.65,4.7,98.8158,51.12,2271.889892578125,0.0017637540575008437
2017-01-19,243.618,0.65,4.7,98.8158,51.39,2263.68994140625,-0.003609308355419394
2017-01-20,243.618,0.65,4.7,98.8158,52.33,2271.31005859375,0.003366237154707852
2017-01-21,243.618,0.65,4.7,98.8158,52.33,2271.31005859375,0.003366237154707852
2017-01-22,243.618,0.65,4.7,98.8158,52.33,2271.31005859375,0.003366237154707852
2017-01-23,243.618,0.65,4.7,98.8158,52.77,2265.199951171875,-0.002690124758069401
2017-01-24,243.618,0.65,4.7,98.8158,52.38,2280.070068359375,0.006564593637664151
2017-01-25,243.618,0.65,4.7,98.8158,52.14,2298.3701171875,0.008026090549617448
2017-01-26,243.618,0.65,4.7,98.8158,53.24,2296.679931640625,-0.0007353844075136395
2017-01-27,243.618,0.65,4.7,98.8158,53.18,2294.68994140625,-0.000866463892926328
2017-01-28,243.618,0.65,4.7,98.8158,53.18,2294.68994140625,-0.000866463892926328
2017-01-29,243.618,0.65,4.7,98.8158,53.18,2294.68994140625,-0.000866463892926328
2017-01-30,243.618,0.65,4.7,98.8158,52.63,2280.89990234375,-0.006009543517695892
2017-01-31,243.618,0.65,4.7,98.8158,52.75,2278.8701171875,-0.0008899054071440649
2017-02-01,244.006,0.66,4.6,98.4356,53.9,2279.550048828125,0.00029836348965073256
2017-02-02,244.006,0.66,4.6,98.4356,53.55,2280.85009765625,0.0005703094032936118
2017-02-03,244.006,0.66,4.6,98.4356,53.81,2297.419921875,0.007264758098647794
2017-02-04,244.006,0.66,4.6,98.4356,53.81,2297.419921875,0.007264758098647794
2017-02-05,244.006,0.66,4.6,98.4356,53.81,2297.419921875,0.007264758098647794
2017-02-06,244.006,0.66,4.6,98.4356,53.01,2292.56005859375,-0.002115356985885164
2017-02-07,244.006,0.66,4.6,98.4356,52.19,2293.080078125,0.00022682918569594257
2017-02-08,244.006,0.66,4.6,98.4356,52.37,2294.669921875,0.0006933223855400961
2017-02-09,244.006,0.66,4.6,98.4356,52.99,2307.8701171875,0.005752546449780516
2017-02-10,244.006,0.66,4.6,98.4356,53.84,2316.10009765625,0.003566050102845164
2017-02-11,244.006,0.66,4.6,98.4356,53.84,2316.10009765625,0.003566050102845164
2017-02-12,244.006,0.66,4.6,98.4356,53.84,2316.10009765625,0.003566050102845164
2017-02-13,244.006,0.66,4.6,98.4356,52.96,2328.25,0.005245845097992419
2017-02-14,244.006,0.66,4.6,98.4356,53.21,2337.580078125,0.004007335176634763
2017-02-15,244.006,0.66,4.6,98.4356,53.11,2349.25,0.004992308919898214
2017-02-16,244.006,0.66,4.6,98.4356,53.41,2347.219970703125,-0.0008641180363413437
2017-02-17,244.006,0.66,4.6,98.4356,53.41,2351.159912109375,0.0016785565287558146
2017-02-18,244.006,0.66,4.6,98.4356,53.41,2351.159912109375,0.0016785565287558146
2017-02-19,244.006,0.66,4.6,98.4356,53.41,2351.159912109375,0.0016785565287558146
2017-02-20,244.006,0.66,4.6,98.4356,53.41,2351.159912109375,0.0016785565287558146
2017-02-21,244.006,0.66,4.6,98.4356,54.02,2365.3798828125,0.006048066160828425
2017-02-22,244.006,0.66,4.6,98.4356,53.61,2362.820068359375,-0.001082200145408052
2017-02-23,244.006,0.66,4.6,98.4356,54.48,2363.81005859375,0.00041898672168572126
2017-02-24,244.006,0.66,4.6,98.4356,53.99,2367.340087890625,0.0014933641914423035
2017-02-25,244.006,0.66,4.6,98.4356,53.99,2367.340087890625,0.0014933641914423035
2017-02-26,244.006,0.66,4.6,98.4356,53.99,2367.340087890625,0.0014933641914423035
2017-02-27,244.006,0.66,4.6,98.4356,54.04,2369.75,0.0010179830611165563
2017-02-28,244.006,0.66,4.6,98.4356,54.0,2363.639892578125,-0.0025783763780462543
2017-03-01,243.892,0.79,4.4,99.0492,53.82,2395.9599609375,0.013673854659866258
2017-03-02,243.892,0.79,4.4,99.0492,52.63,2381.919921875,-0.005859880503598425
2017-03-03,243.892,0.79,4.4,99.0492,53.33,2383.1201171875,0.0005038772720600271
2017-03-04,243.892,0.79,4.4,99.0492,53.33,2383.1201171875,0.0005038772720600271
2017-03-05,243.892,0.79,4.4,99.0492,53.33,2383.1201171875,0.0005038772720600271
2017-03-06,243.892,0.79,4.4,99.0492,53.19,2375.31005859375,-0.0032772408480052917
2017-03-07,243.892,0.79,4.4,99.0492,52.68,2368.389892578125,-0.0029133737680216987
2017-03-08,243.892,0.79,4.4,99.0492,49.83,2362.97998046875,-0.002284215165048731
2017-03-09,243.892,0.79,4.4,99.0492,48.75,2364.8701171875,0.0007998953585612867
2017-03-10,243.892,0.79,4.4,99.0492,48.05,2372.60009765625,0.003268670195698986
2017-03-11,243.892,0.79,4.4,99.0492,48.05,2372.60009765625,0.003268670195698986
2017-03-12,243.892,0.79,4.4,99.0492,48.05,2372.60009765625,0.003268670195698986
2017-03-13,243.892,0.79,4.4,99.0492,47.95,2373.469970703125,0.0003666328125562224
2017-03-14,243.892,0.79,4.4,99.0492,47.24,2365.449951171875,-0.0033790271755046453
2017-03-15,243.892,0.79,4.4,99.0492,48.34,2385.260009765625,0.008374752796581397
2017-03-16,243.892,0.79,4.4,99.0492,48.3,2381.3798828125,-0.0016267102694209612
2017-03-17,243.892,0.79,4.4,99.0492,48.34,2378.25,-0.0013143147950017697
2017-03-18,243.892,0.79,4.4,99.0492,48.34,2378.25,-0.0013143147950017697
2017-03-19,243.892,0.79,4.4,99.0492,48.34,2378.25,-0.0013143147950017697
2017-03-20,243.892,0.79,4.4,99.0492,47.79,2373.469970703125,-0.0020098935338483948
2017-03-21,243.892,0.79,4.4,99.0492,47.02,2344.02001953125,-0.012407972940626899
2017-03-22,243.892,0.79,4.4,99.0492,47.29,2348.449951171875,0.0018898864360001877
2017-03-23,243.892,0.79,4.4,99.0492,47.0,2345.9599609375,-0.001060269661328106
2017-03-24,243.892,0.79,4.4,99.0492,47.3,2343.97998046875,-0.0008439958489141475
2017-03-25,243.892,0.79,4.4,99.0492,47.3,2343.97998046875,-0.0008439958489141475
2017-03-26,243.892,0.79,4.4,99.0492,47.3,2343.97998046875,-0.0008439958489141475
2017-03-27,243.892,0.79,4.4,99.0492,47.02,2341.590087890625,-0.001019587452981141
2017-03-28,243.892,0.79,4.4,99.0492,48.36,2358.570068359375,0.007251474353500598
2017-03-29,243.892,0.79,4.4,99.0492,49.47,2361.1298828125,0.001085324742930105
2017-03-30,243.892,0.79,4.4,99.0492,50.3,2368.06005859375,0.002935109936855751
2017-03-31,243.892,0.79,4.4,99.0492,50.54,2362.719970703125,-0.002255047489714501
2017-04-01,244.193,0.9,4.4,100.0416,50.54,2362.719970703125,-0.002255047489714501
2017-04-02,244.193,0.9,4.4,100.0416,50.54,2362.719970703125,-0.002255047489714501
2017-04-03,244.193,0.9,4.4,100.0416,50.25,2358.840087890625,-0.0016421255420062675
2017-04-04,244.193,0.9,4.4,100.0416,50.99,2360.159912109375,0.0005595225490382383
2017-04-05,244.193,0.9,4.4,100.0416,51.14,2352.949951171875,-0.0030548611983906016
2017-04-06,244.193,0.9,4.4,100.0416,51.69,2357.489990234375,0.001929509405943275
2017-04-07,244.193,0.9,4.4,100.0416,52.25,2355.5400390625,-0.0008271302020167459
2017-04-08,244.193,0.9,4.4,100.0416,52.25,2355.5400390625,-0.0008271302020167459
2017-04-09,244.193,0.9,4.4,100.0416,52.25,2355.5400390625,-0.0008271302020167459
2017-04-10,244.193,0.9,4.4,100.0416,53.06,2357.159912109375,0.0006876864837839225
2017-04-11,244.193,0.9,4.4,100.0416,53.38,2353.780029296875,-0.001433879303282093
2017-04-12,244.193,0.9,4.4,100.0416,53.12,2344.929931640625,-0.003759951034546627
2017-04-13,244.193,0.9,4.4,100.0416,53.19,2328.949951171875,-0.006814694227374907
2017-04-14,244.193,0.9,4.4,100.0416,53.19,2328.949951171875,-0.006814694227374907
2017-04-15,244.193,0.9,4.4,100.0416,53.19,2328.949951171875,-0.006814694227374907
2017-04-16,244.193,0.9,4.4,100.0416,53.19,2328.949951171875,-0.006814694227374907
2017-04-17,244.193,0.9,4.4,100.0416,52.62,2349.010009765625,0.008613348940219367
2017-04-18,244.193,0.9,4.4,100.0416,52.46,2342.18994140625,-0.0029033798625895946
2017-04-19,244.193,0.9,4.4,100.0416,50.49,2338.169921875,-0.0017163507793208632
2017-04-20,244.193,0.9,4.4,100.0416,50.26,2355.840087890625,0.007557263417987681
2017-04-21,244.193,0.9,4.4,100.0416,49.64,2348.68994140625,-0.0030350729326357184
2017-04-22,244.193,0.9,4.4,100.0416,49.64,2348.68994140625,-0.0030350729326357184
2017-04-23,244.193,0.9,4.4,100.0416,49.64,2348.68994140625,-0.0030350729326357184
2017-04-24,244.193,0.9,4.4,100.0416,48.9,2374.14990234375,0.01084006896297951
2017-04-25,244.193,0.9,4.4,100.0416,49.22,2388.610107421875,0.006090687476747014
2017-04-26,244.193,0.9,4.4,100.0416,49.22,2387.449951171875,-0.00048570348354270987
2017-04-27,244.193,0.9,4.4,100.0416,48.96,2388.77001953125,0.0005529198041311911
2017-04-28,244.193,0.9,4.4,100.0416,49.31,2384.199951171875,-0.0019131470681601481
2017-04-29,244.193,0.9,4.4,100.0416,49.31,2384.199951171875,-0.0019131470681601481
2017-04-30,244.193,0.9,4.4,100.0416,49.31,2384.199951171875,-0.0019131470681601481
2017-05-01,244.004,0.91,4.4,100.128,48.83,2388.330078125,0.0017322905115801923
2017-05-02,244.004,0.91,4.4,100.128,47.65,2391.169921875,0.0011890499458222514
2017-05-03,244.004,0.91,4.4,100.128,47.79,2388.1298828125,-0.0012713605313821041
2017-05-04,244.004,0.91,4.4,100.128,45.55,2389.52001953125,0.0005821026438950216
2017-05-05,244.004,0.91,4.4,100.128,46.23,2399.2900390625,0.0040886954080285864
2017-05-06,244.004,0.91,4.4,100.128,46.23,2399.2900390625,0.0040886954080285864
2017-05-07,244.004,0.91,4.4,100.128,46.23,2399.2900390625,0.0040886954080285864
2017-05-08,244.004,0.91,4.4,100.128,46.46,2399.3798828125,3.744597299082386e-05
2017-05-09,244.004,0.91,4.4,100.128,45.84,2396.919921875,-0.0010252486299153762
2017-05-10,244.004,0.91,4.4,100.128,47.28,2399.6298828125,0.0011306013658478609
2017-05-11,244.004,0.91,4.4,100.128,47.81,2394.43994140625,-0.002162809124616749
2017-05-12,244.004,0.91,4.4,100.128,47.83,2390.89990234375,-0.0014784413679722608
2017-05-13,244.004,0.91,4.4,100.128,47.83,2390.89990234375,-0.0014784413679722608
2017-05-14,244.004,0.91,4.4,100.128,47.83,2390.89990234375,-0.0014784413679722608
2017-05-15,244.004,0.91,4.4,100.128,48.86,2402.320068359375,0.004776513648450997
2017-05-16,244.004,0.91,4.4,100.128,48.64,2400.669921875,-0.0006868970151433507
2017-05-17,244.004,0.91,4.4,100.128,49.04,2357.030029296875,-0.018178214414433458
2017-05-18,244.004,0.91,4.4,100.128,49.36,2365.719970703125,0.003686818283279214
2017-05-19,244.004,0.91,4.4,100.128,50.32,2381.72998046875,0.006767499942466504
2017-05-20,244.004,0.91,4.4,100.128,50.32,2381.72998046875,0.006767499942466504
2017-05-21,244.004,0.91,4.4,100.128,50.32,2381.72998046875,0.006767499942466504
2017-05-22,244.004,0.91,4.4,100.128,50.81,2394.02001953125,0.005160131149745784
2017-05-23,244.004,0.91,4.4,100.128,51.12,2398.419921875,0.001837871992654172
2017-05-24,244.004,0.91,4.4,100.128,50.99,2404.389892578125,0.002489126548973042
2017-05-25,244.004,0.91,4.4,100.128,48.57,2415.070068359375,0.00444194837709877
2017-05-26,244.004,0.91,4.4,100.128,49.58,2415.820068359375,0.00031054999597146526
2017-05-27,244.004,0.91,4.4,100.128,49.58,2415.820068359375,0.00031054999597146526
2017-05-28,244.004,0.91,4.4,100.128,49.58,2415.820068359375,0.00031054999597146526
2017-05-29,244.004,0.91,4.4,100.128,49.58,2415.820068359375,0.00031054999597146526
2017-05-30,244.004,0.91,4.4,100.128,49.63,2412.909912109375,-0.0012046245861250249
2017-05-31,244.004,0.91,4.4,100.128,48.29,2411.800048828125,-0.000459968801852062
2017-06-01,244.163,1.04,4.3,100.337,48.32,2430.06005859375,0.007571112611303388
2017-06-02,244.163,1.04,4.3,100.337,47.68,2439.070068359375,0.0037077313104922904
2017-06-03,244.163,1.04,4.3,100.337,47.68,2439.070068359375,0.0037077313104922904
2017-06-04,244.163,1.04,4.3,100.337,47.68,2439.070068359375,0.0037077313104922904
2017-06-05,244.163,1.04,4.3,100.337,47.4,2436.10009765625,-0.001217665183814387
2017-06-06,244.163,1.04,4.3,100.337,48.13,2429.330078125,-0.0027790399654609166
2017-06-07,244.163,1.04,4.3,100.337,45.8,2433.139892578125,0.0015682572275503848
2017-06-08,244.163,1.04,4.3,100.337,45.68,2433.7900390625,0.00026720472849017796
2017-06-09,244.163,1.04,4.3,100.337,45.82,2431.77001953125,-0.0008299892344156845
2017-06-10,244.163,1.04,4.3,100.337,45.82,2431.77001953125,-0.0008299892344156845
2017-06-11,244.163,1.04,4.3,100.337,45.82,2431.77001953125,-0.0008299892344156845
2017-06-12,244.163,1.04,4.3,100.337,46.1,2429.389892578125,-0.000978763178264619
2017-06-13,244.163,1.04,4.3,100.337,46.41,2440.35009765625,0.004511505177332342
2017-06-14,244.163,1.04,4.3,100.337,44.79,2437.919921875,-0.0009958307964025304
2017-06-15,244.163,1.04,4.3,100.337,44.47,2432.4599609375,-0.0022395981461527104
2017-06-16,244.163,1.04,4.3,100.337,44.73,2433.14990234375,0.0002836393681004967
2017-06-17,244.163,1.04,4.3,100.337,44.73,2433.14990234375,0.0002836393681004967
2017-06-18,244.163,1.04,4.3,100.337,44.73,2433.14990234375,0.0002836393681004967
2017-06-19,244.163,1.04,4.3,100.337,44.24,2453.4599609375,0.008347228657875183
2017-06-20,244.163,1.04,4.3,100.337,43.34,2437.030029296875,-0.0066966373620162
2017-06-21,244.163,1.04,4.3,100.337,42.48,2435.610107421875,-0.0005826443900691647
2017-06-22,244.163,1.04,4.3,100.337,42.53,2434.5,-0.00045578207221763645
2017-06-23,244.163,1.04,4.3,100.337,42.86,2438.300048828125,0.0015609155178168965
2017-06-24,244.163,1.04,4.3,100.337,42.86,2438.300048828125,0.0015609155178168965
2017-06-25,244.163,1.04,4.3,100.337,42.86,2438.300048828125,0.0015609155178168965
2017-06-26,244.163,1.04,4.3,100.337,43.24,2439.070068359375,0.000315801794623205
2017-06-27,244.163,1.04,4.3,100.337,44.25,2419.3798828125,-0.00807282488613359
2017-06-28,244.163,1.04,4.3,100.337,44.74,2440.68994140625,0.008808066374833778
2017-06-29,244.163,1.04,4.3,100.337,44.88,2419.699951171875,-0.008600023246820632
2017-06-30,244.163,1.04,4.3,100.337,46.02,2423.409912109375,0.0015332318107057485
2017-07-01,244.243,1.15,4.3,100.0865,46.02,2423.409912109375,0.0015332318107057485
2017-07-02,244.243,1.15,4.3,100.0865,46.02,2423.409912109375,0.0015332318107057485
2017-07-03,244.243,1.15,4.3,100.0865,46.02,2429.010009765625,0.002310833849555216
2017-07-04,244.243,1.15,4.3,100.0865,46.02,2429.010009765625,0.002310833849555216
2017-07-05,244.243,1.15,4.3,100.0865,45.11,2432.5400390625,0.001453279024245635
2017-07-06,244.243,1.15,4.3,100.0865,45.52,2409.75,-0.009368823820586791
2017-07-07,244.243,1.15,4.3,100.0865,44.25,2425.179931640625,0.006403125486305727
2017-07-08,244.243,1.15,4.3,100.0865,44.25,2425.179931640625,0.006403125486305727
2017-07-09,244.243,1.15,4.3,100.0865,44.25,2425.179931640625,0.006403125486305727
2017-07-10,244.243,1.15,4.3,100.0865,44.4,2427.429931640625,0.0009277662125786179
2017-07-11,244.243,1.15,4.3,100.0865,45.06,2425.530029296875,-0.0007826806116978391
2017-07-12,244.243,1.15,4.3,100.0865,45.48,2443.25,0.007305607635895495
2017-07-13,244.243,1.15,4.3,100.0865,46.06,2447.830078125,0.0018745843139260643
2017-07-14,244.243,1.15,4.3,100.0865,46.53,2459.27001953125,0.004673503078699293
2017-07-15,244.243,1.15,4.3,100.0865,46.53,2459.27001953125,0.004673503078699293
2017-07-16,244.243,1.15,4.3,100.0865,46.53,2459.27001953125,0.004673503078699293
2017-07-17,244.243,1.15,4.3,100.0865,46.02,2459.139892578125,-5.291283677333336e-05
2017-07-18,244.243,1.15,4.3,100.0865,46.4,2460.610107421875,0.0005978573436131729
2017-07-19,244.243,1.15,4.3,100.0865,47.1,2473.830078125,0.005372639356088893
2017-07-20,244.243,1.15,4.3,100.0865,46.73,2473.449951171875,-0.00015365928181010347
2017-07-21,244.243,1.15,4.3,100.0865,45.78,2472.5400390625,-0.00036787164783502746
2017-07-22,244.243,1.15,4.3,100.0865,45.78,2472.5400390625,-0.00036787164783502746
2017-07-23,244.243,1.15,4.3,100.0865,45.78,2472.5400390625,-0.00036787164783502746
2017-07-24,244.243,1.15,4.3,100.0865,46.21,2469.909912109375,-0.0010637348279797232
2017-07-25,244.243,1.15,4.3,100.0865,47.77,2477.1298828125,0.002923171678338221
2017-07-26,244.243,1.15,4.3,100.0865,48.58,2477.830078125,0.0002826639480466575
2017-07-27,244.243,1.15,4.3,100.0865,49.05,2475.419921875,-0.0009726882691745153
2017-07-28,244.243,1.15,4.3,100.0865,49.72,2472.10009765625,-0.001341115577770502
2017-07-29,244.243,1.15,4.3,100.0865,49.72,2472.10009765625,-0.001341115577770502
2017-07-30,244.243,1.15,4.3,100.0865,49.72,2472.10009765625,-0.001341115577770502
2017-07-31,244.243,1.15,4.3,100.0865,50.21,2470.300048828125,-0.0007281456077897763
2017-08-01,245.183,1.16,4.4,99.6323,49.19,2476.35009765625,0.0024491149692504877
2017-08-02,245.183,1.16,4.4,99.6323,49.6,2477.570068359375,0.0004926487188865458
2017-08-03,245.183,1.16,4.4,99.6323,49.03,2472.159912109375,-0.002183654185644257
2017-08-04,245.183,1.16,4.4,99.6323,49.57,2476.830078125,0.0018891035295691694
2017-08-05,245.183,1.16,4.4,99.6323,49.57,2476.830078125,0.0018891035295691694
2017-08-06,245.183,1.16,4.4,99.6323,49.57,2476.830078125,0.0018891035295691694
2017-08-07,245.183,1.16,4.4,99.6323,49.37,2480.909912109375,0.001647199789928111
2017-08-08,245.183,1.16,4.4,99.6323,49.07,2474.919921875,-0.0024144327873969473
2017-08-09,245.183,1.16,4.4,99.6323,49.59,2474.02001953125,-0.00036360867105078576
2017-08-10,245.183,1.16,4.4,99.6323,48.54,2438.2099609375,-0.014474441722801767
2017-08-11,245.183,1.16,4.4,99.6323,48.81,2441.320068359375,0.0012755699762128092
